age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
33.0,10.0,0.0,1.0,1.0,484.0,0.0,1.0,2.0,16.0,7.0,205.0,3.0,182.0,9.0,3.0,0.0
43.0,0.0,2.0,1.0,1.0,35.0,1.0,1.0,1.0,9.0,10.0,208.0,1.0,-1.0,0.0,0.0,1.0
27.0,7.0,2.0,1.0,1.0,535.0,1.0,1.0,2.0,15.0,1.0,171.0,1.0,91.0,2.0,3.0,0.0
25.0,6.0,2.0,1.0,1.0,4147.0,1.0,1.0,2.0,14.0,7.0,211.0,3.0,-1.0,0.0,0.0,0.0
39.0,7.0,0.0,1.0,1.0,167.0,0.0,0.0,2.0,12.0,4.0,612.0,1.0,-1.0,0.0,0.0,0.0
31.0,10.0,0.0,3.0,1.0,165.0,1.0,1.0,2.0,15.0,4.0,218.0,4.0,-1.0,0.0,0.0,1.0
36.0,10.0,2.0,1.0,1.0,-15.0,0.0,1.0,0.0,6.0,4.0,341.0,3.0,-1.0,0.0,0.0,1.0
26.0,7.0,2.0,2.0,1.0,-887.0,0.0,1.0,2.0,18.0,4.0,827.0,2.0,-1.0,0.0,0.0,0.0
59.0,3.0,1.0,3.0,1.0,258.0,0.0,1.0,1.0,29.0,9.0,266.0,1.0,-1.0,0.0,0.0,0.0
56.0,7.0,2.0,1.0,1.0,663.0,1.0,0.0,2.0,8.0,6.0,819.0,3.0,-1.0,0.0,0.0,0.0
61.0,3.0,0.0,3.0,1.0,267.0,1.0,1.0,2.0,21.0,9.0,192.0,3.0,184.0,1.0,3.0,0.0
26.0,6.0,2.0,1.0,1.0,132.0,1.0,1.0,2.0,4.0,5.0,217.0,1.0,-1.0,0.0,0.0,0.0
36.0,4.0,0.0,1.0,1.0,205.0,0.0,1.0,1.0,18.0,10.0,176.0,4.0,-1.0,0.0,0.0,1.0
38.0,3.0,0.0,3.0,1.0,536.0,0.0,1.0,2.0,22.0,9.0,234.0,1.0,92.0,1.0,3.0,0.0
30.0,10.0,2.0,1.0,1.0,728.0,0.0,1.0,2.0,5.0,1.0,393.0,1.0,261.0,1.0,1.0,1.0
58.0,0.0,0.0,2.0,1.0,879.0,0.0,1.0,0.0,16.0,4.0,242.0,7.0,-1.0,0.0,0.0,1.0
40.0,7.0,0.0,1.0,1.0,1844.0,0.0,1.0,2.0,11.0,4.0,231.0,1.0,-1.0,0.0,0.0,1.0
37.0,10.0,0.0,1.0,1.0,24.0,0.0,1.0,2.0,13.0,7.0,136.0,1.0,105.0,2.0,2.0,1.0
67.0,0.0,0.0,2.0,1.0,1093.0,1.0,1.0,1.0,8.0,6.0,64.0,3.0,-1.0,0.0,0.0,1.0
66.0,9.0,0.0,1.0,1.0,3473.0,1.0,1.0,2.0,14.0,3.0,441.0,2.0,-1.0,0.0,0.0,1.0
34.0,3.0,2.0,3.0,1.0,416.0,1.0,1.0,2.0,14.0,7.0,1217.0,4.0,-1.0,0.0,0.0,1.0
58.0,9.0,0.0,3.0,1.0,4048.0,1.0,0.0,2.0,15.0,6.0,270.0,5.0,-1.0,0.0,0.0,1.0
52.0,9.0,1.0,2.0,1.0,-779.0,0.0,0.0,2.0,17.0,3.0,709.0,1.0,-1.0,0.0,0.0,0.0
41.0,3.0,0.0,2.0,1.0,733.0,0.0,1.0,2.0,7.0,4.0,69.0,1.0,335.0,7.0,2.0,1.0
28.0,0.0,2.0,1.0,1.0,1277.0,1.0,1.0,2.0,26.0,2.0,475.0,1.0,-1.0,0.0,0.0,0.0
33.0,10.0,2.0,3.0,1.0,1257.0,0.0,1.0,2.0,22.0,6.0,66.0,1.0,-1.0,0.0,0.0,1.0
33.0,3.0,0.0,3.0,1.0,3401.0,1.0,1.0,2.0,20.0,10.0,253.0,1.0,-1.0,0.0,0.0,0.0
51.0,10.0,0.0,1.0,1.0,117.0,1.0,1.0,2.0,24.0,7.0,467.0,2.0,88.0,4.0,1.0,0.0
49.0,7.0,0.0,2.0,1.0,1898.0,1.0,1.0,2.0,21.0,7.0,159.0,1.0,-1.0,0.0,0.0,1.0
36.0,0.0,2.0,1.0,1.0,115.0,1.0,1.0,2.0,4.0,4.0,134.0,3.0,91.0,1.0,2.0,1.0
50.0,3.0,0.0,3.0,1.0,-151.0,0.0,1.0,2.0,18.0,10.0,63.0,2.0,-1.0,0.0,0.0,1.0
28.0,0.0,2.0,3.0,1.0,1104.0,0.0,1.0,2.0,28.0,6.0,73.0,7.0,-1.0,0.0,0.0,1.0
51.0,3.0,0.0,3.0,1.0,346.0,1.0,1.0,2.0,12.0,1.0,122.0,1.0,92.0,5.0,3.0,0.0
80.0,9.0,0.0,2.0,1.0,997.0,1.0,1.0,2.0,29.0,9.0,746.0,2.0,86.0,1.0,1.0,0.0
26.0,3.0,2.0,3.0,1.0,1177.0,1.0,1.0,2.0,19.0,9.0,116.0,1.0,-1.0,0.0,0.0,1.0
28.0,3.0,0.0,3.0,1.0,258.0,1.0,0.0,2.0,17.0,3.0,93.0,1.0,-1.0,0.0,0.0,1.0
32.0,7.0,0.0,1.0,1.0,-32.0,0.0,1.0,2.0,12.0,4.0,145.0,1.0,-1.0,0.0,0.0,1.0
25.0,3.0,2.0,3.0,1.0,2140.0,1.0,1.0,2.0,1.0,9.0,81.0,1.0,-1.0,0.0,0.0,1.0
42.0,10.0,0.0,1.0,1.0,9324.0,1.0,1.0,2.0,27.0,7.0,67.0,4.0,-1.0,0.0,0.0,1.0
38.0,10.0,0.0,1.0,1.0,581.0,0.0,1.0,0.0,6.0,4.0,79.0,1.0,-1.0,0.0,0.0,1.0
71.0,10.0,0.0,3.0,1.0,383.0,1.0,1.0,2.0,27.0,3.0,388.0,3.0,-1.0,0.0,0.0,0.0
32.0,10.0,1.0,3.0,1.0,53.0,1.0,1.0,2.0,22.0,7.0,671.0,2.0,-1.0,0.0,0.0,0.0
30.0,0.0,2.0,3.0,1.0,305.0,1.0,1.0,2.0,4.0,1.0,227.0,2.0,-1.0,0.0,0.0,0.0
37.0,3.0,0.0,3.0,1.0,393.0,0.0,1.0,2.0,14.0,4.0,567.0,3.0,275.0,4.0,2.0,0.0
31.0,3.0,0.0,3.0,1.0,166.0,1.0,1.0,2.0,25.0,7.0,392.0,6.0,-1.0,0.0,0.0,1.0
42.0,2.0,0.0,0.0,1.0,970.0,0.0,1.0,1.0,21.0,6.0,691.0,10.0,-1.0,0.0,0.0,0.0
27.0,0.0,2.0,0.0,1.0,861.0,1.0,1.0,2.0,14.0,5.0,212.0,4.0,-1.0,0.0,0.0,0.0
32.0,11.0,0.0,1.0,1.0,1398.0,0.0,0.0,2.0,15.0,4.0,233.0,1.0,-1.0,0.0,0.0,1.0
61.0,9.0,0.0,3.0,1.0,3140.0,0.0,0.0,2.0,6.0,7.0,975.0,4.0,98.0,1.0,0.0,0.0
34.0,0.0,1.0,1.0,1.0,67.0,0.0,1.0,0.0,6.0,4.0,90.0,1.0,-1.0,0.0,0.0,1.0
30.0,8.0,0.0,3.0,1.0,543.0,0.0,0.0,0.0,4.0,5.0,1449.0,6.0,-1.0,0.0,0.0,0.0
37.0,3.0,1.0,3.0,1.0,488.0,0.0,1.0,2.0,17.0,8.0,328.0,1.0,854.0,2.0,2.0,0.0
22.0,6.0,2.0,0.0,1.0,1232.0,1.0,1.0,2.0,30.0,6.0,283.0,1.0,430.0,2.0,1.0,0.0
72.0,9.0,0.0,1.0,1.0,5715.0,1.0,1.0,2.0,17.0,10.0,1127.0,5.0,184.0,3.0,3.0,0.0
40.0,3.0,0.0,3.0,1.0,10786.0,1.0,1.0,0.0,20.0,5.0,111.0,3.0,-1.0,0.0,0.0,1.0
48.0,8.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,29.0,0.0,1249.0,3.0,-1.0,0.0,0.0,0.0
33.0,7.0,2.0,1.0,1.0,15341.0,1.0,1.0,2.0,20.0,3.0,335.0,1.0,334.0,3.0,2.0,1.0
35.0,7.0,0.0,3.0,1.0,1016.0,0.0,1.0,2.0,17.0,6.0,294.0,2.0,-1.0,0.0,0.0,1.0
53.0,0.0,2.0,1.0,1.0,2398.0,0.0,1.0,2.0,2.0,7.0,317.0,1.0,180.0,2.0,2.0,0.0
58.0,10.0,0.0,1.0,1.0,116.0,1.0,1.0,0.0,16.0,5.0,580.0,3.0,-1.0,0.0,0.0,1.0
52.0,8.0,0.0,3.0,1.0,4012.0,1.0,1.0,2.0,31.0,7.0,634.0,3.0,92.0,5.0,1.0,0.0
47.0,0.0,0.0,1.0,1.0,3676.0,1.0,1.0,2.0,15.0,6.0,415.0,2.0,342.0,1.0,1.0,0.0
34.0,3.0,2.0,3.0,1.0,3821.0,0.0,1.0,2.0,13.0,4.0,649.0,2.0,-1.0,0.0,0.0,0.0
60.0,7.0,0.0,1.0,1.0,19447.0,0.0,1.0,1.0,9.0,6.0,196.0,1.0,-1.0,0.0,0.0,1.0
39.0,7.0,0.0,3.0,1.0,597.0,1.0,1.0,2.0,16.0,6.0,686.0,6.0,-1.0,0.0,0.0,0.0
52.0,2.0,0.0,1.0,1.0,1639.0,1.0,1.0,2.0,8.0,7.0,93.0,1.0,-1.0,0.0,0.0,1.0
69.0,10.0,0.0,1.0,1.0,9064.0,1.0,1.0,2.0,7.0,7.0,714.0,1.0,-1.0,0.0,0.0,0.0
29.0,6.0,2.0,0.0,1.0,2929.0,1.0,1.0,2.0,5.0,4.0,232.0,1.0,89.0,4.0,1.0,0.0
44.0,7.0,0.0,2.0,1.0,140.0,0.0,1.0,0.0,15.0,4.0,7.0,9.0,-1.0,0.0,0.0,1.0
34.0,0.0,2.0,1.0,1.0,598.0,0.0,1.0,2.0,17.0,3.0,365.0,1.0,324.0,1.0,2.0,1.0
29.0,0.0,2.0,1.0,1.0,209.0,1.0,1.0,2.0,5.0,1.0,605.0,2.0,-1.0,0.0,0.0,1.0
31.0,3.0,2.0,3.0,1.0,12569.0,1.0,1.0,2.0,9.0,8.0,344.0,1.0,295.0,1.0,2.0,0.0
28.0,7.0,0.0,2.0,1.0,-196.0,1.0,1.0,2.0,7.0,6.0,209.0,1.0,-1.0,0.0,0.0,1.0
32.0,8.0,0.0,1.0,1.0,409.0,1.0,1.0,2.0,3.0,5.0,115.0,2.0,86.0,2.0,3.0,0.0
41.0,3.0,2.0,1.0,1.0,3234.0,0.0,1.0,2.0,30.0,0.0,2770.0,1.0,-1.0,0.0,0.0,0.0
34.0,6.0,2.0,0.0,1.0,1011.0,1.0,1.0,2.0,1.0,5.0,253.0,1.0,-1.0,0.0,0.0,0.0
52.0,3.0,0.0,3.0,1.0,7135.0,1.0,1.0,2.0,19.0,7.0,1032.0,3.0,-1.0,0.0,0.0,0.0
41.0,0.0,0.0,3.0,1.0,5426.0,0.0,1.0,0.0,14.0,4.0,149.0,2.0,-1.0,0.0,0.0,1.0
27.0,7.0,2.0,1.0,1.0,240.0,0.0,1.0,2.0,18.0,4.0,166.0,4.0,-1.0,0.0,0.0,1.0
38.0,7.0,0.0,1.0,1.0,35.0,0.0,1.0,0.0,28.0,4.0,130.0,2.0,-1.0,0.0,0.0,1.0
58.0,7.0,2.0,1.0,1.0,119.0,0.0,0.0,2.0,12.0,4.0,985.0,1.0,-1.0,0.0,0.0,0.0
31.0,0.0,2.0,3.0,1.0,-218.0,0.0,1.0,0.0,2.0,5.0,227.0,15.0,-1.0,0.0,0.0,1.0
40.0,10.0,2.0,3.0,1.0,693.0,1.0,1.0,2.0,30.0,0.0,427.0,1.0,-1.0,0.0,0.0,1.0
27.0,7.0,2.0,1.0,1.0,23.0,1.0,1.0,2.0,26.0,1.0,590.0,2.0,-1.0,0.0,0.0,1.0
41.0,11.0,0.0,1.0,1.0,804.0,0.0,1.0,0.0,20.0,4.0,127.0,8.0,-1.0,0.0,0.0,1.0
35.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,18.0,7.0,276.0,5.0,-1.0,0.0,0.0,1.0
48.0,3.0,1.0,3.0,1.0,17964.0,0.0,1.0,2.0,1.0,8.0,120.0,1.0,98.0,5.0,3.0,0.0
36.0,10.0,0.0,3.0,1.0,341.0,1.0,1.0,2.0,13.0,7.0,282.0,1.0,-1.0,0.0,0.0,0.0
42.0,10.0,0.0,1.0,1.0,27.0,1.0,1.0,2.0,14.0,7.0,259.0,4.0,-1.0,0.0,0.0,1.0
37.0,0.0,0.0,1.0,1.0,10465.0,1.0,1.0,0.0,17.0,5.0,144.0,6.0,-1.0,0.0,0.0,1.0
55.0,9.0,0.0,3.0,1.0,2929.0,1.0,1.0,0.0,16.0,5.0,556.0,3.0,-1.0,0.0,0.0,1.0
32.0,3.0,2.0,3.0,1.0,1077.0,1.0,1.0,2.0,5.0,7.0,200.0,1.0,717.0,4.0,2.0,1.0
30.0,7.0,0.0,1.0,1.0,1664.0,0.0,1.0,1.0,20.0,9.0,2016.0,1.0,-1.0,0.0,0.0,0.0
40.0,11.0,1.0,1.0,1.0,160.0,1.0,1.0,2.0,14.0,6.0,123.0,3.0,-1.0,0.0,0.0,1.0
39.0,0.0,0.0,2.0,1.0,444.0,0.0,1.0,2.0,8.0,4.0,374.0,2.0,-1.0,0.0,0.0,1.0
57.0,11.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,7.0,355.0,1.0,-1.0,0.0,0.0,0.0
37.0,11.0,0.0,1.0,1.0,1694.0,0.0,0.0,2.0,29.0,0.0,404.0,2.0,251.0,6.0,2.0,1.0
26.0,7.0,2.0,1.0,1.0,658.0,1.0,0.0,1.0,23.0,6.0,34.0,4.0,-1.0,0.0,0.0,1.0
43.0,3.0,2.0,3.0,1.0,483.0,1.0,1.0,2.0,19.0,7.0,950.0,6.0,-1.0,0.0,0.0,0.0
41.0,3.0,0.0,3.0,1.0,144.0,1.0,1.0,2.0,27.0,1.0,123.0,3.0,-1.0,0.0,0.0,1.0
35.0,3.0,2.0,3.0,1.0,2646.0,1.0,1.0,2.0,14.0,3.0,133.0,8.0,183.0,2.0,3.0,0.0
44.0,3.0,0.0,1.0,1.0,488.0,1.0,0.0,2.0,29.0,0.0,138.0,2.0,183.0,11.0,2.0,1.0
61.0,3.0,0.0,3.0,1.0,997.0,1.0,1.0,2.0,22.0,5.0,269.0,1.0,104.0,1.0,3.0,0.0
41.0,3.0,0.0,3.0,1.0,3016.0,0.0,1.0,2.0,14.0,6.0,80.0,3.0,-1.0,0.0,0.0,1.0
22.0,6.0,2.0,1.0,1.0,216.0,1.0,1.0,2.0,8.0,1.0,363.0,1.0,187.0,1.0,3.0,0.0
30.0,3.0,1.0,3.0,1.0,415.0,0.0,0.0,2.0,6.0,4.0,984.0,1.0,343.0,4.0,2.0,0.0
35.0,3.0,2.0,3.0,1.0,592.0,1.0,0.0,0.0,14.0,4.0,192.0,1.0,-1.0,0.0,0.0,1.0
47.0,4.0,0.0,1.0,0.0,-1531.0,0.0,1.0,2.0,31.0,6.0,156.0,8.0,-1.0,0.0,0.0,1.0
28.0,7.0,0.0,1.0,1.0,1238.0,0.0,1.0,0.0,14.0,4.0,246.0,1.0,-1.0,0.0,0.0,1.0
61.0,9.0,0.0,2.0,1.0,197.0,1.0,1.0,2.0,17.0,1.0,113.0,1.0,-1.0,0.0,0.0,0.0
39.0,3.0,2.0,3.0,1.0,5047.0,1.0,1.0,2.0,29.0,3.0,218.0,4.0,-1.0,0.0,0.0,0.0
59.0,10.0,0.0,2.0,1.0,3163.0,0.0,1.0,0.0,29.0,4.0,240.0,2.0,-1.0,0.0,0.0,1.0
43.0,7.0,0.0,1.0,1.0,625.0,0.0,1.0,0.0,30.0,8.0,175.0,1.0,-1.0,0.0,0.0,1.0
33.0,5.0,0.0,3.0,1.0,606.0,0.0,1.0,2.0,2.0,1.0,194.0,1.0,-1.0,0.0,0.0,1.0
64.0,9.0,0.0,3.0,1.0,2139.0,1.0,1.0,2.0,14.0,9.0,632.0,2.0,-1.0,0.0,0.0,1.0
63.0,10.0,0.0,1.0,1.0,896.0,0.0,1.0,2.0,28.0,0.0,115.0,3.0,91.0,4.0,1.0,1.0
38.0,3.0,1.0,1.0,1.0,257.0,0.0,1.0,2.0,30.0,3.0,435.0,1.0,-1.0,0.0,0.0,0.0
67.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,13.0,7.0,1152.0,2.0,188.0,1.0,3.0,1.0
45.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,6.0,533.0,3.0,-1.0,0.0,0.0,0.0
42.0,7.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,14.0,4.0,34.0,1.0,-1.0,0.0,0.0,1.0
39.0,7.0,0.0,0.0,1.0,1181.0,0.0,1.0,2.0,30.0,6.0,650.0,2.0,-1.0,0.0,0.0,0.0
56.0,0.0,2.0,1.0,1.0,-13.0,1.0,1.0,0.0,16.0,5.0,52.0,3.0,-1.0,0.0,0.0,1.0
59.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,14.0,9.0,585.0,1.0,182.0,5.0,3.0,0.0
51.0,4.0,0.0,2.0,1.0,1093.0,1.0,0.0,0.0,18.0,5.0,18.0,1.0,-1.0,0.0,0.0,1.0
31.0,3.0,2.0,3.0,1.0,2907.0,0.0,1.0,2.0,12.0,6.0,248.0,1.0,194.0,3.0,2.0,0.0
31.0,2.0,0.0,1.0,1.0,314.0,0.0,1.0,2.0,20.0,10.0,1341.0,3.0,178.0,7.0,2.0,0.0
58.0,9.0,2.0,3.0,1.0,1411.0,0.0,1.0,2.0,13.0,4.0,425.0,2.0,-1.0,0.0,0.0,1.0
26.0,7.0,2.0,1.0,1.0,184.0,1.0,1.0,2.0,3.0,1.0,110.0,2.0,6.0,1.0,1.0,1.0
37.0,3.0,2.0,0.0,1.0,715.0,0.0,1.0,0.0,20.0,4.0,247.0,2.0,-1.0,0.0,0.0,1.0
41.0,3.0,1.0,3.0,1.0,4567.0,0.0,0.0,2.0,16.0,6.0,106.0,1.0,-1.0,0.0,0.0,1.0
33.0,3.0,0.0,1.0,1.0,369.0,1.0,1.0,2.0,11.0,1.0,446.0,1.0,-1.0,0.0,0.0,0.0
34.0,0.0,0.0,1.0,1.0,260.0,1.0,1.0,2.0,28.0,0.0,50.0,1.0,-1.0,0.0,0.0,1.0
32.0,7.0,0.0,1.0,1.0,43.0,0.0,1.0,0.0,21.0,4.0,173.0,2.0,-1.0,0.0,0.0,1.0
45.0,7.0,0.0,0.0,1.0,1529.0,0.0,1.0,2.0,13.0,10.0,181.0,1.0,197.0,1.0,3.0,0.0
65.0,2.0,0.0,1.0,1.0,3195.0,1.0,1.0,1.0,2.0,2.0,904.0,1.0,-1.0,0.0,0.0,0.0
37.0,0.0,0.0,1.0,1.0,1283.0,0.0,1.0,0.0,20.0,4.0,209.0,1.0,-1.0,0.0,0.0,1.0
30.0,10.0,2.0,1.0,1.0,54.0,1.0,1.0,2.0,11.0,7.0,194.0,2.0,-1.0,0.0,0.0,1.0
59.0,9.0,0.0,1.0,1.0,1521.0,0.0,0.0,0.0,14.0,4.0,1125.0,2.0,-1.0,0.0,0.0,0.0
47.0,11.0,0.0,1.0,1.0,1315.0,1.0,1.0,2.0,20.0,10.0,329.0,4.0,-1.0,0.0,0.0,0.0
42.0,10.0,2.0,1.0,1.0,49.0,1.0,1.0,2.0,9.0,1.0,7.0,10.0,-1.0,0.0,0.0,1.0
34.0,10.0,2.0,3.0,1.0,184.0,0.0,1.0,2.0,30.0,6.0,87.0,3.0,-1.0,0.0,0.0,1.0
45.0,7.0,0.0,1.0,1.0,-221.0,0.0,0.0,0.0,3.0,5.0,170.0,1.0,-1.0,0.0,0.0,1.0
31.0,7.0,2.0,3.0,1.0,328.0,0.0,1.0,2.0,14.0,4.0,414.0,1.0,175.0,1.0,2.0,1.0
29.0,7.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,1.0,437.0,2.0,-1.0,0.0,0.0,1.0
28.0,3.0,0.0,1.0,1.0,292.0,0.0,1.0,0.0,28.0,4.0,507.0,1.0,-1.0,0.0,0.0,0.0
35.0,7.0,2.0,2.0,1.0,2040.0,1.0,1.0,2.0,21.0,10.0,258.0,1.0,157.0,4.0,2.0,1.0
56.0,2.0,0.0,2.0,1.0,3391.0,1.0,1.0,2.0,21.0,3.0,243.0,1.0,-1.0,0.0,0.0,0.0
30.0,7.0,2.0,0.0,1.0,6281.0,1.0,1.0,2.0,21.0,3.0,149.0,2.0,-1.0,0.0,0.0,0.0
28.0,7.0,2.0,1.0,1.0,75.0,1.0,1.0,0.0,1.0,5.0,7.0,1.0,-1.0,0.0,0.0,1.0
37.0,10.0,2.0,1.0,1.0,363.0,0.0,1.0,2.0,21.0,10.0,39.0,4.0,182.0,3.0,2.0,1.0
29.0,11.0,0.0,1.0,1.0,57.0,0.0,1.0,1.0,21.0,6.0,342.0,9.0,-1.0,0.0,0.0,1.0
56.0,4.0,1.0,2.0,1.0,61.0,1.0,1.0,2.0,2.0,5.0,144.0,1.0,-1.0,0.0,0.0,1.0
33.0,10.0,0.0,1.0,1.0,8.0,1.0,1.0,2.0,29.0,7.0,462.0,2.0,-1.0,0.0,0.0,1.0
44.0,5.0,0.0,3.0,1.0,3463.0,0.0,0.0,2.0,28.0,7.0,210.0,3.0,-1.0,0.0,0.0,1.0
59.0,0.0,0.0,1.0,1.0,2552.0,1.0,0.0,2.0,5.0,7.0,125.0,3.0,-1.0,0.0,0.0,1.0
34.0,7.0,0.0,1.0,1.0,808.0,0.0,0.0,2.0,17.0,6.0,20.0,3.0,-1.0,0.0,0.0,1.0
48.0,0.0,0.0,1.0,1.0,1060.0,0.0,1.0,2.0,20.0,3.0,87.0,2.0,318.0,3.0,2.0,1.0
44.0,11.0,0.0,1.0,1.0,850.0,1.0,0.0,2.0,16.0,6.0,220.0,5.0,-1.0,0.0,0.0,1.0
31.0,2.0,2.0,3.0,1.0,1489.0,0.0,1.0,2.0,3.0,1.0,678.0,1.0,-1.0,0.0,0.0,1.0
31.0,11.0,0.0,1.0,1.0,505.0,1.0,1.0,2.0,11.0,6.0,773.0,3.0,-1.0,0.0,0.0,1.0
54.0,9.0,1.0,2.0,1.0,22.0,1.0,1.0,0.0,20.0,5.0,23.0,4.0,-1.0,0.0,0.0,1.0
56.0,10.0,1.0,1.0,1.0,3450.0,1.0,1.0,2.0,10.0,7.0,507.0,1.0,181.0,2.0,3.0,0.0
57.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,28.0,0.0,132.0,1.0,-1.0,0.0,0.0,1.0
47.0,5.0,0.0,1.0,1.0,318.0,1.0,1.0,2.0,4.0,7.0,299.0,2.0,-1.0,0.0,0.0,1.0
39.0,10.0,0.0,3.0,1.0,1524.0,1.0,1.0,2.0,20.0,3.0,567.0,1.0,-1.0,0.0,0.0,0.0
28.0,10.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,27.0,9.0,96.0,1.0,267.0,1.0,2.0,0.0
29.0,3.0,2.0,3.0,1.0,983.0,0.0,1.0,2.0,11.0,6.0,963.0,2.0,-1.0,0.0,0.0,0.0
59.0,9.0,1.0,1.0,1.0,93.0,1.0,1.0,0.0,26.0,4.0,193.0,2.0,-1.0,0.0,0.0,1.0
39.0,11.0,1.0,1.0,1.0,1957.0,0.0,0.0,2.0,20.0,10.0,47.0,1.0,-1.0,0.0,0.0,1.0
49.0,11.0,0.0,3.0,1.0,411.0,1.0,1.0,1.0,14.0,4.0,9.0,6.0,-1.0,0.0,0.0,1.0
41.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,17.0,10.0,595.0,2.0,-1.0,0.0,0.0,1.0
41.0,0.0,0.0,1.0,1.0,2498.0,1.0,1.0,2.0,12.0,7.0,411.0,1.0,-1.0,0.0,0.0,0.0
26.0,6.0,2.0,3.0,1.0,1134.0,1.0,1.0,2.0,21.0,3.0,464.0,4.0,-1.0,0.0,0.0,0.0
52.0,2.0,0.0,3.0,1.0,2133.0,1.0,0.0,2.0,18.0,6.0,90.0,1.0,-1.0,0.0,0.0,1.0
39.0,10.0,0.0,3.0,1.0,206.0,1.0,1.0,2.0,20.0,9.0,148.0,2.0,195.0,2.0,3.0,0.0
43.0,7.0,0.0,2.0,1.0,794.0,0.0,1.0,2.0,13.0,4.0,38.0,3.0,-1.0,0.0,0.0,1.0
51.0,7.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,6.0,4.0,121.0,1.0,-1.0,0.0,0.0,1.0
59.0,7.0,0.0,2.0,1.0,416.0,1.0,1.0,0.0,16.0,5.0,92.0,3.0,-1.0,0.0,0.0,1.0
28.0,3.0,2.0,3.0,1.0,1720.0,1.0,1.0,2.0,14.0,8.0,230.0,1.0,91.0,4.0,3.0,0.0
44.0,7.0,0.0,1.0,1.0,1697.0,0.0,1.0,0.0,4.0,6.0,150.0,2.0,-1.0,0.0,0.0,0.0
30.0,3.0,2.0,3.0,1.0,5561.0,0.0,1.0,2.0,19.0,10.0,511.0,1.0,-1.0,0.0,0.0,0.0
46.0,0.0,1.0,1.0,1.0,2232.0,1.0,1.0,2.0,13.0,1.0,121.0,1.0,-1.0,0.0,0.0,0.0
37.0,10.0,2.0,3.0,1.0,197.0,1.0,1.0,2.0,16.0,10.0,175.0,1.0,200.0,1.0,3.0,0.0
26.0,7.0,0.0,1.0,1.0,557.0,0.0,0.0,0.0,27.0,4.0,282.0,2.0,-1.0,0.0,0.0,1.0
64.0,9.0,0.0,1.0,1.0,5966.0,0.0,1.0,2.0,22.0,5.0,983.0,1.0,-1.0,0.0,0.0,0.0
60.0,9.0,1.0,1.0,1.0,935.0,1.0,1.0,2.0,31.0,6.0,8.0,17.0,-1.0,0.0,0.0,1.0
54.0,3.0,0.0,3.0,1.0,1146.0,0.0,1.0,2.0,12.0,7.0,205.0,2.0,-1.0,0.0,0.0,1.0
59.0,9.0,0.0,2.0,1.0,-411.0,1.0,1.0,2.0,29.0,0.0,225.0,1.0,-1.0,0.0,0.0,1.0
44.0,3.0,0.0,3.0,1.0,7818.0,1.0,1.0,2.0,27.0,4.0,412.0,1.0,-1.0,0.0,0.0,0.0
30.0,3.0,2.0,3.0,1.0,1636.0,1.0,1.0,0.0,6.0,5.0,301.0,2.0,-1.0,0.0,0.0,1.0
40.0,10.0,0.0,1.0,1.0,192.0,1.0,1.0,2.0,7.0,7.0,266.0,2.0,-1.0,0.0,0.0,1.0
37.0,10.0,0.0,1.0,1.0,1762.0,1.0,1.0,2.0,16.0,3.0,334.0,2.0,-1.0,0.0,0.0,0.0
22.0,8.0,2.0,3.0,1.0,780.0,1.0,1.0,2.0,17.0,2.0,272.0,3.0,-1.0,0.0,0.0,0.0
43.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,11.0,7.0,155.0,2.0,-1.0,0.0,0.0,1.0
43.0,0.0,0.0,1.0,1.0,388.0,0.0,1.0,2.0,19.0,10.0,111.0,2.0,-1.0,0.0,0.0,1.0
40.0,7.0,0.0,1.0,1.0,668.0,0.0,1.0,2.0,17.0,3.0,156.0,2.0,318.0,1.0,1.0,1.0
35.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,30.0,6.0,186.0,6.0,-1.0,0.0,0.0,1.0
58.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,20.0,5.0,22.0,4.0,-1.0,0.0,0.0,1.0
34.0,3.0,2.0,3.0,1.0,29.0,0.0,1.0,2.0,13.0,4.0,248.0,2.0,-1.0,0.0,0.0,1.0
33.0,3.0,2.0,3.0,1.0,816.0,0.0,1.0,2.0,11.0,9.0,383.0,2.0,503.0,2.0,2.0,0.0
40.0,10.0,2.0,3.0,1.0,1646.0,0.0,1.0,2.0,4.0,7.0,173.0,1.0,92.0,5.0,3.0,0.0
